"","Posterior Mean","Lower CI","Upper CI"
"clust5_comp1_1",-0.20752665686074,-0.74266294622784,0.255339881519555
"clust6_comp1_1",0.153521856378486,0.0807137403773142,0.207809031433537
"clust7_comp1_1",-0.592804581286533,-1.16565716596429,-0.0425544113695794
"clust8_comp1_1",0.115415804117208,0.0329557300071251,0.218697361254724
"clust9_comp1_1",-0.111356521785075,-0.196114006713914,-0.0283784235538489
"clust10_comp1_1",-0.053292102159649,-0.120526547513594,0.00893167899138152
"clust2_comp2_1",0.0551016619222751,0.00379407446758273,0.112657547901546
"clust3_comp2_1",0.00946129346111293,-0.0783580325102408,0.106374683098138
"clust4_comp2_1",-0.0138398086413983,-0.0856579551858109,0.0439456743741907
"clust5_comp2_1",-0.286874276722351,-0.64615537851041,0.122620446006877
"clust6_comp2_1",0.133904401662569,0.0869698832557078,0.188643045172472
"clust8_comp2_1",0.0798568227593383,0.000286467208173197,0.164387098831656
"clust9_comp2_1",-0.0878437358172672,-0.16157411969537,-0.0153131825311839
"clust10_comp2_1",-0.0447988768581557,-0.100963785684749,0.00705087785132283
"clust2_comp3_1",-0.0708526303535233,-0.109452518637396,-0.0256992736797927
"clust3_comp3_1",-0.0714105582795366,-0.139399525396936,0.00273811149677298
"clust4_comp3_1",-0.0618794583845271,-0.108390385382091,-0.0218584104059137
"clust5_comp3_1",0.384885820803507,0.0588053070060955,0.722675038197624
"clust6_comp3_1",0.0464354950427875,-0.00168086403566168,0.0835183075923552
"clust7_comp3_1",-0.401918738701138,-0.860888598007882,0.121122973019594
"clust8_comp3_1",0.060609997016484,0.0102052019305664,0.126437356202399
"clust9_comp3_1",-0.111069314720711,-0.16443077668441,-0.0622789030069165
"clust10_comp3_1",0.0223055625222648,-0.0230099690927026,0.0641603052646528
"clust2_comp4_1",-0.0114090347167026,-0.0583284428493668,0.0329634708355562
"clust3_comp4_1",0.0146823770693915,-0.0558884521634148,0.0975575085430101
"clust4_comp4_1",-0.0188891763594142,-0.0640463601740752,0.0241269158687704
"clust5_comp4_1",0.125299704066826,-0.137258526071747,0.439419318099465
"clust6_comp4_1",0.080733434602906,0.0419330461990406,0.119786680450444
"clust7_comp4_1",0.0255315907785084,-0.456233507932841,0.474609514280979
"clust8_comp4_1",0.180168262739035,0.117268447556564,0.248324094103291
"clust9_comp4_1",-0.0940414338403951,-0.166019199524463,-0.0295305647803811
"clust10_comp4_1",-0.0452751148750685,-0.0858384014389844,-0.00309093014859814
"clust2_comp5_1",0.159621675244406,0.0775322042174376,0.245932134034237
"clust3_comp5_1",0.0713321476011024,-0.0890955005503914,0.220968259260818
"clust4_comp5_1",0.0315199017020341,-0.0676232556067332,0.116246214520763
"clust5_comp5_1",-0.327362635387923,-0.884267045564869,0.316250412627375
"clust6_comp5_1",0.136474203778078,0.0516102984471727,0.203399409851193
"clust8_comp5_1",0.179680603625207,0.0530164595427506,0.302496377602469
"clust9_comp5_1",-0.0264520931279587,-0.143724781001939,0.0663695820240144
"clust10_comp5_1",-0.157544176382272,-0.259590885572828,-0.0836360830615654
"clust2_comp6_1",0.0877710490363358,0.0198694476245449,0.151502813162916
"clust3_comp6_1",0.0678341921839252,-0.0735053552438682,0.225150746579242
"clust4_comp6_1",0.0400600347343093,-0.0526383897166604,0.13371350118994
"clust5_comp6_1",-0.594020308483559,-1.07058119996724,0.0281812460728963
"clust6_comp6_1",0.107174513591468,0.0381454663139904,0.159843847835892
"clust7_comp6_1",0.182988348771736,-0.278869831164347,0.737625649924826
"clust8_comp6_1",0.187276433259977,0.088421822953318,0.279447335455739
"clust9_comp6_1",-0.0719912232407842,-0.164993501873535,0.0245340274057832
"clust10_comp6_1",-0.157212983874298,-0.239338568010508,-0.0917540498448226
"clust2_comp7_1",0.0860894789784203,0.025311466977607,0.137838961501435
"clust3_comp7_1",0.00234859304120727,-0.13511482093336,0.129567679248549
"clust4_comp7_1",-0.0147247879197143,-0.0918157654872798,0.0669046031263293
"clust5_comp7_1",-0.186150524097889,-0.656314324721582,0.33630244821668
"clust6_comp7_1",0.145207107407181,0.0861245293358031,0.188484384246377
"clust7_comp7_1",-0.459797628541263,-0.848631967925028,-0.0470068516231295
"clust8_comp7_1",0.122696555265194,0.0378831197028261,0.224485441143746
"clust9_comp7_1",-0.0911987194415705,-0.183414170844831,0.00772893283409193
"clust10_comp7_1",-0.0700559890209009,-0.123719411060233,-0.00649428021230522
"clust2_comp8_1",0.0490213498467073,0.00108800748839759,0.0955751532727002
"clust3_comp8_1",0.0046200999011788,-0.0778138485185105,0.0751283222636542
"clust4_comp8_1",-0.0126208688423823,-0.0709578481742185,0.0351281461136169
"clust5_comp8_1",-0.223443821743342,-0.522038319170433,0.0764529695204721
"clust6_comp8_1",0.0164024246006383,-0.0281890993194021,0.057767300850801
"clust8_comp8_1",0.0256255955488819,-0.0288655086514543,0.0951178759642441
"clust9_comp8_1",0.0176433518172606,-0.0487793905424208,0.0875897750723343
"clust10_comp8_1",-0.0226089755288035,-0.0646673536207167,0.0302971809830203
"clust2_comp9_1",0.0452622432870893,-0.00802478855471288,0.104060109204814
"clust3_comp9_1",0.0622315410798233,-0.0425998728623272,0.16664512440193
"clust4_comp9_1",0.0481201953438544,-0.0250537760791441,0.12305795376989
"clust5_comp9_1",-0.135145736380367,-0.475670224008429,0.273381872230061
"clust6_comp9_1",-0.0085961890033991,-0.0506320227401167,0.0358367471075016
"clust7_comp9_1",-0.202980737100915,-0.748802546910472,0.363771478151104
"clust8_comp9_1",-0.0924009876830876,-0.179193232298948,-0.0113655700756091
"clust9_comp9_1",0.0590247824783609,-0.0170707126219723,0.129587488093724
"clust10_comp9_1",-0.000255742991315508,-0.0491295197447621,0.0518084240671545
"adstock_1",-0.690327567976161,-0.704438040856983,-0.680235633435397
"pur_eng_1",-0.316060286857287,-0.327234886747477,-0.30256715628618
"dyn_eng_1",1.65150425915738,1.644655245058,1.65739309146761
"Intercept_2",-4.22448301946057,-4.36997527612706,-4.08507166957146
"age_2",0.0866677735136361,0.0648736667120316,0.115712691568459
"incomeK_2",-0.308851350686682,-0.397196938182881,-0.195488211611553
"incomeL_2",0.0154965680494295,-0.0727680204875003,0.126031910630384
"incomeM_2",0.0983986689803556,0.0307046157039046,0.17947627846272
"incomeN_2",-0.174927973039929,-0.241078454263536,-0.0826616230278463
"incomeO_2",-0.0589651118229588,-0.147483005707968,0.0570060522807863
"incomeP_2",0.0065133979305297,-0.0719413679071731,0.119862967117262
"incomeQ_2",0.0825839461262872,-0.00559185474716518,0.173594457405081
"incomeR_2",0.031847857502262,-0.0764967372202727,0.127300518494083
"clust2_2",0.0694788380105,-0.822070642047104,1.34719966449618
"clust3_2",-0.547429004150932,-1.51305315011316,0.314771547592343
"clust4_2",0.175523882322461,-0.860484613630757,1.72072343088608
"clust5_2",0.731642865848186,-1.17398458445361,2.66136249179726
"clust6_2",0.926581530319076,-0.0806615789111564,2.21106915325321
"clust7_2",-22.3186625037117,-34.5255336712515,-4.55620579212935
"clust8_2",0.581448391741007,-0.522896899268017,1.66220149326269
"clust9_2",-0.0155123019019441,-0.732298074085958,0.680009672960208
"clust10_2",-0.117283946909216,-1.48579917801785,1.07038331932053
"camp_no4_2",1.19950605964983,1.09978812697986,1.29718177212865
"camp_no5_2",0.895980558439043,0.744683060008273,1.04829651566398
"camp_no8_2",0.0976532142383716,-0.0573478904300515,0.255373790273623
"camp_no9_2",0.703540666035217,0.579466293127957,0.8512539452217
"camp_no10_2",1.21170573389041,1.08290215580363,1.36295342717526
"camp_no11_2",0.330568490111681,0.191692876288074,0.494152520704253
"camp_no12_2",0.716343742413035,0.509806718604372,0.920963755146357
"camp_no14_2",0.660624482853464,0.532997026845172,0.831202925076063
"camp_no15_2",1.31382081591938,1.09031403146999,1.53165184350915
"camp_no23_2",0.716712477212366,0.532959061448283,0.913343488281426
"camp_no25_2",1.07304740245499,0.932133832108194,1.23137541222911
"camp_no26_2",0.937127215142413,0.786061018663278,1.05510387276996
"camp_no28_2",1.39249559029233,1.24153028690102,1.55537353738104
"camp_no31_2",0.179497115598345,-0.046791926076603,0.414608866227435
"camp_no34_2",0.88799441115072,0.722089822668876,1.04328385050573
"camp_no35_2",0.618585719513282,0.420474047028294,0.796061707361022
"camp_no36_2",0.586861564674353,0.429937262032244,0.751133000498395
"camp_no43_2",-1.24074727569676,-1.44738500797771,-1.04253894391947
"camp_no44_2",1.18457849735685,1.04163083588549,1.30911011619154
"camp_no45_2",1.24837679097406,1.11476431933158,1.3984173623921
"camp_no46_2",0.820277892848527,0.656881793830165,0.970590928081156
"camp_no50_2",0.456446729251351,0.216142298065681,0.676234202397433
"camp_no51_2",-2.23500543590554,-5.40279823976852,-1.40156088894326
"camp_no52_2",0.288200471031824,0.113131563188469,0.470612613071943
"clust2_comp1_2",-0.144294635728774,-0.419430448188369,0.107070662184646
"clust3_comp1_2",0.126999187360285,-0.314989213996209,0.631495315422104
"clust4_comp1_2",-0.0349317996212749,-0.280844066272323,0.269109917695444
"clust5_comp1_2",-0.567809178827627,-2.38572711240387,1.0088178571842
"clust6_comp1_2",-0.078103866541559,-0.294297880387735,0.156295390385571
"clust7_comp1_2",-16.8409704647435,-32.9479525320001,8.99575864146047
"clust8_comp1_2",-0.315695928380358,-0.595231264866961,-0.0332054605643215
"clust9_comp1_2",-0.131816774640425,-0.47874377174391,0.271127615370592
"clust10_comp1_2",-0.133528753057457,-0.409138168320161,0.160828627700172
"clust2_comp2_2",-0.0214457500018604,-0.333084459467452,0.217603942256997
"clust3_comp2_2",0.0747858229771572,-0.444065152996921,0.558234855724073
"clust4_comp2_2",-0.0316125569537056,-0.3548768711789,0.218918027148661
"clust5_comp2_2",0.0984773983832812,-1.21649989042068,1.42982743330567
"clust6_comp2_2",-0.0893431450377993,-0.350504062146974,0.159926771285293
"clust7_comp2_2",-11.2263100733618,-22.8637972911267,-2.18695995839376
"clust8_comp2_2",-0.0130633300995564,-0.275824277605014,0.257768422121571
"clust9_comp2_2",-0.0763132880962846,-0.430897799836015,0.2634357213432
"clust10_comp2_2",0.0228296023419844,-0.225902041315344,0.28447374462714
"clust2_comp3_2",-0.182909901004617,-0.432066256414731,-0.00954322085731179
"clust3_comp3_2",-0.786705531392176,-1.20913465438776,-0.400243129600214
"clust4_comp3_2",-0.0917477993738046,-0.264907123637872,0.154312874393287
"clust5_comp3_2",-0.00762693510430697,-1.21532879969765,0.844943071749631
"clust6_comp3_2",-0.0285747041977052,-0.186383974286493,0.1261975654138
"clust7_comp3_2",-12.4954463218657,-24.1298860684169,-3.16977839731358
"clust8_comp3_2",-0.0695371202921563,-0.313898949991115,0.166505469498913
"clust9_comp3_2",0.257063590333193,0.0407667441095358,0.526818449520625
"clust10_comp3_2",-0.0259462789381372,-0.176254505033228,0.153279711497351
"clust2_comp4_2",0.00811044377059026,-0.261774357809001,0.188628876427447
"clust3_comp4_2",0.135884636521759,-0.28198416999204,0.559780747606983
"clust4_comp4_2",-0.0222773673477127,-0.235187783228033,0.22721589472207
"clust5_comp4_2",-0.394422180644537,-1.52770301962664,0.537513120466197
"clust6_comp4_2",-0.0870580721436707,-0.239464485373256,0.085790726965666
"clust7_comp4_2",20.2799633039332,-1.21081776943157,36.2334433178333
"clust8_comp4_2",0.0329333405293772,-0.232209590078363,0.248687844482794
"clust9_comp4_2",-0.167920251224142,-0.582471866084933,0.2656714544198
"clust10_comp4_2",-0.139247878990574,-0.3283270137992,0.0736793692736896
"clust2_comp5_2",-0.0756510297489163,-0.371249146799597,0.273496982721314
"clust3_comp5_2",-0.0356120462640573,-0.673242235777411,0.728045680423357
"clust4_comp5_2",-0.332235607951192,-0.670306560423261,0.0671098236174168
"clust5_comp5_2",-0.142149284113497,-2.18382925719132,1.89754215074052
"clust6_comp5_2",-0.123393548901171,-0.42459765790384,0.157145343851861
"clust8_comp5_2",-0.13774019026851,-0.514243778685558,0.261309823243009
"clust9_comp5_2",-0.320106056789465,-0.925532403678617,0.205142462367006
"clust10_comp5_2",-0.23554198650008,-0.563665458787734,0.179810666247768
"clust2_comp6_2",0.0461395727164704,-0.29343725837401,0.34260276413534
"clust3_comp6_2",0.871893278961523,0.275492706167585,1.57156125334839
"clust4_comp6_2",0.037454639683936,-0.281654037541538,0.380774826531824
"clust5_comp6_2",-0.321041053970861,-1.92295242786392,1.9569054349793
"clust6_comp6_2",-0.0235543403930305,-0.29475331223037,0.213651327506637
"clust7_comp6_2",25.0039836052071,7.3768109982281,37.6093047446709
"clust8_comp6_2",-0.250640898510454,-0.606933534267502,0.115152738185277
"clust9_comp6_2",-0.508313177787518,-1.05929110096439,0.187606593918283
"clust10_comp6_2",-0.0787279034710903,-0.430633865462371,0.27013564797427
"clust2_comp7_2",-0.141167431001365,-0.423465687291901,0.184206828102665
"clust3_comp7_2",0.228464846086516,-0.413072981818561,0.789027402001978
"clust4_comp7_2",-0.191190068960124,-0.523013809037639,0.112820818266726
"clust5_comp7_2",0.23293937002558,-1.36785810463913,2.007367112407
"clust6_comp7_2",-0.105614514049346,-0.367379727498328,0.148515649324509
"clust7_comp7_2",1.94723325017387,-8.59719212557881,16.0378495778275
"clust8_comp7_2",-0.189413647204164,-0.471500351310868,0.120037780595783
"clust9_comp7_2",-0.334050651582628,-0.808283316437697,0.0728497661084838
"clust10_comp7_2",-0.139726253121121,-0.381970856181027,0.159714072693494
"clust2_comp8_2",-0.0679589683516922,-0.277316792893339,0.151599166437243
"clust3_comp8_2",-0.130664722317486,-0.529406763925111,0.219417692895541
"clust4_comp8_2",0.0226464276295574,-0.153389189896776,0.186014623738165
"clust5_comp8_2",0.469929575772874,-0.470682334705055,1.43322597878666
"clust6_comp8_2",-0.118282244363165,-0.251758767664817,0.0520616960584089
"clust7_comp8_2",2.91439136262874,-7.51326273953506,17.0505801429131
"clust8_comp8_2",-0.21746800141351,-0.393402902094506,-0.0109020937316401
"clust9_comp8_2",-0.0893064420044249,-0.349669466747858,0.197514269081644
"clust10_comp8_2",-0.115557058606614,-0.282078592737362,0.119701879905995
"clust2_comp9_2",0.0949038544479054,-0.165805586798112,0.385591338861152
"clust3_comp9_2",0.481555643249549,-0.134169099998349,1.10291365900664
"clust4_comp9_2",-0.0700509619410759,-0.341192928428537,0.249875779662886
"clust5_comp9_2",-0.341474296571638,-1.41114279781815,0.828308286353
"clust6_comp9_2",0.0566972476605952,-0.177398283033108,0.31833383309487
"clust8_comp9_2",0.0852761025263912,-0.162256123363121,0.399435111093158
"clust9_comp9_2",-0.285576773960911,-0.74602508276489,0.113453065940303
"clust10_comp9_2",0.0650549133639719,-0.265427669459103,0.385996323161662
"adstock_2",0.344702373268563,0.266774581900979,0.401124698038191
"pur_eng_2",0.521158262697784,0.473318209705122,0.573196562462761
"dyn_eng_2",-0.820447004979581,-0.842171211453238,-0.797683210090665
"rho_eta",0.4,0.4,0.4
"rho_zeta",0.8,0.8,0.8
