"","Posterior Mean","Lower CI","Upper CI"
"clust4_comp8_1",0.0892054596168809,0.0683605331365853,0.112586681517627
"clust5_comp8_1",0.102051595432634,0.0466326948144038,0.14724870977247
"clust2_comp9_1",-0.42851138272062,-0.472382872326785,-0.380560021301876
"clust3_comp9_1",-0.437675078356756,-0.466816670664726,-0.409915584746977
"clust4_comp9_1",-0.426644469874646,-0.447765046902822,-0.400586214702522
"clust5_comp9_1",-0.518244285067465,-0.609749123775092,-0.433200435643581
"Intercept_2",-3.8314600207248,-3.95524852191407,-3.72353263362159
"age_2",0.0443401271203443,0.0200172485034543,0.0659484593093427
"incomeK_2",-0.201188056812847,-0.308132863476146,-0.128521710150717
"incomeL_2",0.014905597913695,-0.0614963914238876,0.129067617404654
"incomeM_2",0.00960011931294857,-0.094743169483511,0.09891635887949
"incomeN_2",0.0744339572252627,0.0135960573898395,0.145303465836276
"incomeO_2",-0.265638792082501,-0.324362070266539,-0.206472870235137
"incomeP_2",0.0322112061845626,-0.0657109238150518,0.105902560224732
"incomeQ_2",-0.199204612472393,-0.286088405007471,-0.0914461076392855
"incomeR_2",-0.0668480818010891,-0.156997467249818,0.0131028475833097
"clust2_2",-1.30458341950065,-1.62578653257848,-0.940903668662307
"clust3_2",-0.967831176425321,-1.16759438917126,-0.74098418872138
"clust4_2",-0.686955617592092,-0.875663217132616,-0.530699055430453
"clust5_2",-0.748149402267157,-1.09266902556303,-0.337826125190505
"clust2_comp1_2",0.50878715432192,0.187135717369715,0.830505317178247
"clust3_comp1_2",0.471089606167443,0.279976689156435,0.642271034029738
"clust4_comp1_2",0.630408251293137,0.514488700117974,0.736994780168691
"clust5_comp1_2",0.645258670222759,0.375930413563622,0.925059347736893
"clust2_comp2_2",0.413492752454206,0.0747309012272296,0.672389425393805
"clust3_comp2_2",0.564415088792709,0.397393347521195,0.710960085638165
"clust4_comp2_2",0.587715504916157,0.476164483706034,0.691426121277141
"clust5_comp2_2",0.467017919524174,0.167315446672429,0.752377017593518
"clust2_comp3_2",-0.11296889634492,-0.281584626186341,0.103979789925193
"clust3_comp3_2",-0.17376409871038,-0.294244180836411,-0.0624999221779537
"clust4_comp3_2",-0.0905505332108313,-0.158177441647142,-0.00849970518637277
"clust5_comp3_2",0.00935530059902069,-0.260790224590575,0.219264429907968
"clust2_comp4_2",0.407704302185669,0.188827890964777,0.649749318540207
"clust3_comp4_2",0.606515172286305,0.49027976448689,0.713303820105968
"clust4_comp4_2",0.63515245866881,0.534067424159373,0.753950442743183
"clust5_comp4_2",0.517468172861523,0.238407999832663,0.82057730438718
"clust2_comp5_2",1.06157395687869,0.692384218062391,1.46647916361496
"clust3_comp5_2",1.29648135464846,1.08377968320789,1.5033629707886
"clust4_comp5_2",1.31446706668511,1.16635342929125,1.49718135402572
"clust5_comp5_2",1.06931585512627,0.710020412548356,1.47246086304126
"clust2_comp6_2",1.18866779247386,0.808389986995265,1.58698838217928
"clust3_comp6_2",1.53686891669562,1.33923672710682,1.75112879966229
"clust4_comp6_2",1.45383530096238,1.29844317667359,1.62517002046077
"clust5_comp6_2",1.41411583509935,1.0178898214588,1.73867706576375
"clust2_comp7_2",0.432547410842517,0.025919268263626,0.806046859301759
"clust3_comp7_2",0.785420695415261,0.596846593877083,0.966910933964951
"clust4_comp7_2",0.788945484207387,0.668000485721711,0.906006473428738
"clust5_comp7_2",0.817739953492418,0.521342495717012,1.07929621981718
"clust2_comp8_2",-0.145888246712918,-0.393169288134869,0.0871500918397033
"clust3_comp8_2",-0.0325800614637709,-0.164934504607691,0.0850020580704145
"clust4_comp8_2",0.109017092108711,0.0169747176647954,0.179017117300448
"clust5_comp8_2",0.111712243033186,-0.11239860637374,0.293921127355821
"clust2_comp9_2",0.864548089165926,0.542208553798482,1.16017405950459
"clust3_comp9_2",0.72948253908422,0.549145031514976,0.882483779904052
"clust4_comp9_2",0.556302208488776,0.452798957767314,0.663440010273967
"rho_eta",0.4,0.4,0.4
"rho_zeta",0.4,0.4,0.4
